set DOMAINS := 1 2 3 4 5 6 7 8 9;
set STRATA[1] :=
1    4    7    10   13   16   19   22   25   28   31   34
2    5    8    11   14   17   20   23   26   29   32   35
3    6    9    12   15   18   21   24   27   30   33   36;
set STRATA[2] :=
1    3    5    7    9    11   13   15   17   19   21   23   25
2    4    6    8    10   12   14   16   18   20   22   24   26;
set STRATA[3] := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19;
set STRATA[4] := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20;
set STRATA[5] :=
1    4    7    10   13   16   19   22   25   28   31   34   37
2    5    8    11   14   17   20   23   26   29   32   35
3    6    9    12   15   18   21   24   27   30   33   36;
set STRATA[6] := 1 2 3 4 5 6;
set STRATA[7] := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18;
set STRATA[8] := 1 2 3 4 5 6 7 8 9 10 11 12;
set STRATA[9] := 1 2 3 4 5 6 7 8;
param n = 5108;

param N [*,*] (tr)
:     1     2     3     4     5     6     7     8     9     :=
1    210   160   130   140   110   120   170   180   340
2    240   180    90   180    80   240   100   160   180
3     90   220   120   120   200   150   140    90   180
4    110   200   130   230   240   150   120   110   160
5    120   150   110   150   120   120   140   160   170
6    300   120   200   360   110   180   140    90   180
7    220   140   220   240   110    .     90   240   130
8    200   100   180   110   120    .    180   170   150
9    110    60   120   100   160    .     50   170    .
10   100   130   130   160   100    .     90   150    .
11   220    60   190    90    90    .    110   220    .
12   240   100   200   100   160    .    210   180    .
13   270   180   110    70   170    .    100    .     .
14   120    70   110   150   160    .    180    .     .
15   130   240   190   210   310    .    160    .     .
16   200   110   180   190   110    .    200    .     .
17   280   170   100   170   100    .    160    .     .
18   190   190   260   250    70    .    140    .     .
19   140   150   120   180   170    .     .     .     .
20   200   160    .    130   100    .     .     .     .
21    60   170    .     .     70    .     .     .     .
22   130   180    .     .    130    .     .     .     .
23   310   160    .     .     90    .     .     .     .
24   120   140    .     .    230    .     .     .     .
25   170   120    .     .    200    .     .     .     .
26   160   180    .     .    180    .     .     .     .
27    80    .     .     .    150    .     .     .     .
28   140    .     .     .    190    .     .     .     .
29   120    .     .     .    110    .     .     .     .
30   180    .     .     .    100    .     .     .     .
31   210    .     .     .    120    .     .     .     .
32   200    .     .     .    120    .     .     .     .
33   150    .     .     .    170    .     .     .     .
34   120    .     .     .    190    .     .     .     .
35   180    .     .     .    150    .     .     .     .
36   120    .     .     .    100    .     .     .     .
37    .     .     .     .     80    .     .     .     .
;
param S [*,*] (tr)
:    1     2     3      4     5     6     7    8    9     :=
1    10    10     40    10     10   20   340   10   20
2    20    40     30    50     20   40    20   20   20
3    50   130     20    30     30   20    30   50   20
4    10    10     10    10   2290   20    10   10   80
5    40    10     30    20     20   20    20   10   20
6    20    40    110    30     10   10    30   30   30
7    20    50     10    40     20   .     10   10   20
8    10    20     30    20     10   .     30   20   40
9    10    20     20    10   1110   .     10   10   .
10   10    20   1060    10     20   .     10   20   .
11   20    10     10   830     80   .     30   10   .
12   30   630     20    20     50   .     10   20   .
13   20    10     10    40     20   .     30   .    .
14   60    10     20    20     20   .    100   .    .
15   10    10    630    10     80   .     10   .    .
16   90    10     20    10     30   .     10   .    .
17   10    20     10    30     10   .     10   .    .
18   10   480     20    90     30   .     20   .    .
19   40    20     10    20    120   .     .    .    .
20   20    20    .      30     10   .     .    .    .
21   20    20    .      .      10   .     .    .    .
22   10    30    .      .      20   .     .    .    .
23   20    20    .      .      10   .     .    .    .
24   30    20    .      .      30   .     .    .    .
25   20    20    .      .      20   .     .    .    .
26   10    20    .      .      10   .     .    .    .
27   20    .     .      .      50   .     .    .    .
28   20    .     .      .      10   .     .    .    .
29   20    .     .      .      10   .     .    .    .
30   10    .     .      .      20   .     .    .    .
31   20    .     .      .      20   .     .    .    .
32   10    .     .      .      20   .     .    .    .
33   20    .     .      .      10   .     .    .    .
34   40    .     .      .      20   .     .    .    .
35   10    .     .      .      20   .     .    .    .
36   10    .     .      .      40   .     .    .    .
37   .     .     .      .      30   .     .    .    .
;
param kappa :=
1  0.08
2  0.05
3  0.11
4  0.18
5  0.14
6  0.12
7  0.13
8  0.1
9  0.09
;
param total :=
1  25
2  57
3  75
4  80
5  48
6  47
7  90
8  31
9  36
;
